46,2.6299e-05,3.8491e-05,3.2099e-05,0.00050001
47,2.582e-05,3.7789e-05,3.2099e-05,0.00049091
48,2.5333e-05,3.7076e-05,3.2099e-05,0.00048166
49,2.4838e-05,3.6352e-05,3.2099e-05,0.00047226
50,2.4335e-05,3.5617e-05,3.2099e-05,0.00046272
51,2.3825e-05,3.487e-05,3.2099e-05,0.00045304
52,2.3308e-05,3.4114e-05,3.2099e-05,0.00044322
53,2.2784e-05,3.3346e-05,3.2099e-05,0.00043327
54,2.2253e-05,3.2569e-05,3.2099e-05,0.00042319
55,2.1715e-05,3.1782e-05,3.2099e-05,0.00041297
56,2.117e-05,3.0985e-05,3.2099e-05,0.00040264
57,2.0619e-05,3.0178e-05,3.2099e-05,0.00039218
58,2.0062e-05,2.9363e-05,3.2099e-05,0.0003816
59,1.9499e-05,2.8538e-05,3.2099e-05,0.00037091
60,1.8929e-05,2.7705e-05,3.2099e-05,0.0003601
61,1.8354e-05,2.6863e-05,3.2099e-05,0.00034919
62,1.7774e-05,2.6013e-05,3.2099e-05,0.00033817
63,1.7188e-05,2.5155e-05,3.2099e-05,0.00032705
64,1.6596e-05,2.429e-05,3.2099e-05,0.00031583
65,1.6e-05,2.3417e-05,3.2099e-05,0.00030452
66,1.5399e-05,2.2537e-05,3.2099e-05,0.00029311
67,1.4793e-05,2.165e-05,3.2099e-05,0.00028162
68,1.4182e-05,2.0757e-05,3.2099e-05,0.00027005
69,1.3567e-05,1.9857e-05,3.2099e-05,0.00025839
70,1.2948e-05,1.8951e-05,3.2099e-05,0.00024666
71,1.2326e-05,1.804e-05,3.2099e-05,0.00023486
72,1.1699e-05,1.7123e-05,3.2099e-05,0.00022299
73,1.1069e-05,1.62e-05,3.2099e-05,0.00021105
74,1.0435e-05,1.5273e-05,3.2099e-05,0.00019906
75,9.7986e-06,1.4341e-05,3.2099e-05,0.00018701
76,9.1589e-06,1.3405e-05,3.2099e-05,0.00017491
77,8.5164e-06,1.2464e-05,3.2099e-05,0.00016277
78,7.8713e-06,1.152e-05,3.2099e-05,0.00015059
79,7.2238e-06,1.0573e-05,3.2099e-05,0.00013838
80,6.5741e-06,9.6218e-06,3.2099e-05,0.00012615
81,5.9224e-06,8.668e-06,3.2099e-05,0.0001139
82,5.2689e-06,7.7115e-06,3.2099e-05,0.00010165
83,4.6138e-06,6.7527e-06,3.2099e-05,8.9419e-05
84,3.9573e-06,5.7919e-06,3.2099e-05,7.7229e-05
85,3.2996e-06,4.8293e-06,3.2099e-05,6.5124e-05
86,2.6409e-06,3.8652e-06,3.2099e-05,5.3183e-05
87,1.9814e-06,2.8999e-06,3.2099e-05,4.1567e-05
88,1.3213e-06,1.9338e-06,3.2099e-05,3.0671e-05
89,6.6073e-07,9.6703e-07,3.2099e-05,2.1635e-05
